USER,APPLICATION_PRIMARY_OWNER,WATER_RIGHT_TYPE,WATER_RIGHT_STATUS_2021,WATER_RIGHT_STATUS,POD_STATUS,RIPARIAN,BASIN,MAINSTEM,MAINSTEM_RR,UPPER_RUSSIAN,ASSIGNED_PRIORITY_DATE_SUB,ASSIGNED_PRIORITY_DATE_SOURCE,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND,DEMAND_ZEROED_POWER,DEMAND_ZEROED_OTHER,LATITUDE,LONGITUDE,QAQC_MODIFICATION,PRIMARY_USE,YEAR_ADDED,COUNTY,PRIORITY
A003633,ESTATE VINEYARDS LLC,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19230908,APPLICATION_RECD_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,Y,Y,N,N,38.53627928,-122.862511,N,Irrigation,2021,Sonoma,8.0
A013062,GALLO VINEYARDS INC,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490429,APPLICATION_RECD_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,Y,Y,N,N,38.54920008,-122.8605689,N,Irrigation,2021,Sonoma,12.0
A013097,BUENA TIERRA VINEYARD LTD,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490517,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,Y,Y,N,N,38.53718052,-122.852033,N,Domestic,2021,Sonoma,15.0
A013098,ROBERT E & TONI T HOPKINS TRUST,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490517,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.006666666999999999,0.016666667,0.666666667,1.853333333,3.5,3.333333333,2.733333333,3.91,0.00020219999999999998,0.00020219999999999998,N,N,N,N,N,38.53244815,-122.8607167,N,Irrigation,2021,Sonoma,14.0
A013135,RAMEY VINEYARDS LLC,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490606,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.026666667,0.263333333,0.5066666670000001,0.52,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,N,N,N,N,38.52336366,-122.86375320000002,N,Irrigation,2021,Sonoma,17.0
A013151,CALPLAN RIVER VINEYARD I,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490613,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,Y,Y,N,N,38.53105968,-122.8627975,N,Irrigation,2021,Sonoma,18.0
A013267,LEDBETTER FARMS INC,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490728,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,1.4,4.766666667,10.43333333,14.1,5.633333333,0.966666667,0.00020219999999999998,0.00020219999999999998,N,N,N,N,N,38.56217623,-122.85110729999998,N,Irrigation,2021,Sonoma,21.0
A013268,JOE J ROCHIOLI JR,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19490728,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,N,Y,Y,N,N,38.53026706,-122.8585928,N,Irrigation,2021,Sonoma,20.0
A013453,LEDBETTER FARMS INC,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19491109,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,3.666666667,7.866666667,10.63333333,10.7,10.7,2.366666667,3.0,0.00020219999999999998,N,N,N,N,N,38.56247768,-122.8474385,N,Irrigation,2021,Sonoma,24.0
A013684B,JEFF  UBBEN,Appropriative,Licensed,Licensed,Active,N,R_17_M,Y,Y,N,19500411,APPLICATION_ACCEPTANCE_DATE,1950-1952,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.00020219999999999998,0.166666667,0.46,0.8766666670000001,0.8633333329999999,0.59,0.26,0.00020219999999999998,0.00020219999999999998,N,N,N,N,N,38.52652262,-122.8636166,N,Irrigation,2021,Sonoma,26.0
